naics_description,product_or_service_code_description,award_base_action_date,total_obligated_amount
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,6470.06
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,8062.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,10097.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,14772.88
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,16625.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,38600.36
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,55660.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,84826.89
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,91515.74
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,111000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M09,299372.85
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M10,10000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M10,101410.4
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,8562.42
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,11076.01
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,18784.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,21422.7
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M11,226692.43
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2016M12,950.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M01,10000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M01,48000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M02,77560.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M02,224000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,9191.34
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,10924.89
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,27905.67
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,29339.82
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,29731.19
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,30288.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,40044.49
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,44640.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M03,191178.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,8260.2
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,10054.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,15517.06
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,93333.38
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M04,144627.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,5760.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,6666.66
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,12124.55
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,13520.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,16890.95
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,17498.17
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,32500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,41195.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,47880.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,98000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,132600.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,133500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,154776.76
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,221342.1
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M05,492608.99
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,2150.11
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,3244.69
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,3251.41
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,7420.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,11247.6
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,14316.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,14643.73
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,26525.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,27125.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,31603.82
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,34542.54
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,43992.58
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,60300.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,62897.64
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,87999.05
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,223605.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M06,460871.92
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,5039.51
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,8316.78
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,8409.71
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,8984.57
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,14700.92
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,16421.43
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,16900.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,24486.34
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,59900.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M07,686000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,5994.98
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,7716.77
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,8000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,9322.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,15090.4
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,17000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,17977.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,19930.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,19962.25
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,24982.79
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,25883.4
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,39519.45
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,66375.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,66435.62
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,70637.39
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M08,104365.96
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,8619.11
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,10000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,12900.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,19811.11
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,20943.4
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,26518.26
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,27690.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,28600.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,36069.99
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,36808.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,47824.76
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,69948.2
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,86653.68
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,101525.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,729658.53
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M09,1355948.53
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M10,27471.05
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,882.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,7000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,13305.2
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,15000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,16800.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,24750.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M11,56240.25
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,4890.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,5087.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,6789.49
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,7788.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,12984.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2017M12,21195.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,756.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,3500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,6249.1
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,6540.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,7000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,10714.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,14904.11
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,19242.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,19303.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M01,24950.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M02,2542.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M02,4744.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M02,6374.57
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M02,27875.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M02,1535702.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,1439.3
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,2692.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,3504.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,3612.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,3746.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,4100.6
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,4500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,4527.58
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,4975.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,5000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,6578.91
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,9087.27
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,10051.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,11657.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,18558.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,19094.75
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,19147.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,20000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,39948.07
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M03,75488.85
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,3500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,3656.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,3731.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,3778.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,3909.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4425.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4448.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4450.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4507.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,4869.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,5000.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,6638.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,8161.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,8184.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,9931.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,10250.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,11123.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,12598.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,16500.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,18270.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,24936.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,26303.99
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,27702.68
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,41325.58
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,57355.91
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,79994.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,83698.42
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M04,94960.5
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,0.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,2354.22
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,9794.84
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,20731.43
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,24254.25
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,45880.0
CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2018M05,503550.0
